,B2,V1,V11,V2,V12,V3,V13,V4,V14,V5,V15,V6,V16,V7,V17,V8,V18,V9,V19,V10,V20,bad,complete,subject_a,role_a,donation_a,donate_a,role_p,subject_p,donation_p,donate_p,age_a,gender_a,race_a,edu_a,marital_a,employment_a,income_a,religion_a,ideology_a,pt_overall_a,pt_competence1_a,pt_competence2_a,pt_competence3_a,pt_competence4_a,pt_warmth1_a,pt_warmth2_a,pt_warmth3_a,pt_warmth4_a,pt_engagement_a,pt_as1_a,pt_as2_a,pt_as3_a,pt_as4_a,pt_defensive1_a,pt_defensive2_a,pt_defensive3_a,pt_defensive4_a,pt_defensive5_a,angry_a,guilty_a,enthusiastic_a,proud_a,inspired_a,ashamed_a,moral1_a,moral2_a,moral3_a,age_p,gender_p,race_p,edu_p,marital_p,employment_p,income_p,religion_p,ideology_p,pt_overall_p,pt_competence1_p,pt_competence2_p,pt_competence3_p,pt_competence4_p,pt_warmth1_p,pt_warmth2_p,pt_warmth3_p,pt_warmth4_p,pt_engagement_p,pt_as1_p,pt_as2_p,pt_as3_p,pt_as4_p,pt_defensive1_p,pt_defensive2_p,pt_defensive3_p,pt_defensive4_p,pt_defensive5_p,angry_p,guilty_p,enthusiastic_p,proud_p,inspired_p,ashamed_p,moral1_p,moral2_p,moral3_p,bf_extrovert1_a,bf_extrovert2_a,bf_extrovert3_a,bf_extrovert4_a,bf_extrovert5_a,bf_agreeable1_a,bf_agreeable2_a,bf_agreeable3_a,bf_agreeable4_a,bf_agreeable5_a,bf_conscientious1_a,bf_conscientious2_a,bf_conscientious3_a,bf_conscientious4_a,bf_conscientious5_a,bf_neurotic1_a,bf_neurotic2_a,bf_neurotic3_a,bf_neurotic4_a,bf_neurotic5_a,bf_open1_a,bf_open2_a,bf_open3_a,bf_open4_a,bf_open5_a,mf_care1_a,mf_fair1_a,mf_loyalty1_a,mf_authority1_a,mf_purity1_a,mf_care2_a,mf_authority2_a,mf_care3_a,mf_fair2_a,mf_purity2_a,mf_free1_a,mf_care4_a,mf_fair3_a,mf_authority3_a,mf_unused_a,mf_fair4_a,mf_loyalty2_a,mf_authority4_a,mf_care5_a,mf_loyalty3_a,mf_authority5_a,mf_purity3_a,mf_free2_a,pv_conform_a,pv_tradition_a,pv_benevolence_a,pv_universalism_a,pv_self_direction_a,pv_stimulation_a,pv_hedonism_a,pv_achievement_a,pv_power_a,pv_security_a,ssi1_a,ssi3_a,ssi6_a,ssi8_a,ds_rational1_a,ds_rational2_a,ds_intuitive1_a,ds_intuitive2_a,bf_extrovert1_p,bf_extrovert2_p,bf_extrovert3_p,bf_extrovert4_p,bf_extrovert5_p,bf_agreeable1_p,bf_agreeable2_p,bf_agreeable3_p,bf_agreeable4_p,bf_agreeable5_p,bf_conscientious1_p,bf_conscientious2_p,bf_conscientious3_p,bf_conscientious4_p,bf_conscientious5_p,bf_neurotic1_p,bf_neurotic2_p,bf_neurotic3_p,bf_neurotic4_p,bf_neurotic5_p,bf_open1_p,bf_open2_p,bf_open3_p,bf_open4_p,bf_open5_p,mf_care1_p,mf_fair1_p,mf_loyalty1_p,mf_authority1_p,mf_purity1_p,mf_care2_p,mf_authority2_p,mf_care3_p,mf_fair2_p,mf_purity2_p,mf_free1_p,mf_care4_p,mf_fair3_p,mf_authority3_p,mf_unused_p,mf_fair4_p,mf_loyalty2_p,mf_authority4_p,mf_care5_p,mf_loyalty3_p,mf_authority5_p,mf_purity3_p,mf_free2_p,pv_conform_p,pv_tradition_p,pv_benevolence_p,pv_universalism_p,pv_self_direction_p,pv_stimulation_p,pv_hedonism_p,pv_achievement_p,pv_power_p,pv_security_p,ssi1_p,ssi3_p,ssi6_p,ssi8_p,ds_rational1_p,ds_rational2_p,ds_intuitive1_p,ds_intuitive2_p,bf_agreeable_a,bf_agreeable_p,bf_extrovert_a,bf_extrovert_p,bf_neurotic_a,bf_neurotic_p,bf_open_a,bf_open_p,bf_conscientious_a,bf_conscientious_p,pt_competence_a,pt_competence_p,pt_warmth_a,pt_warmth_p,pt_as_a,pt_as_p,pt_defensive_a,pt_defensive_p,E2_a,L1_a,L3_a,P1_a,TF_a,other_a,A1_p,A3_p,A5_p,A6_p,A11_p,A12_p,A16_p,A17_p,A18_p,A19_p,visit_a,trial_a,visit_p,trial_p
615,20180828-194952_902,pro,disagree,emo,offtask,other,asktask,other,providep,emo,providep,emo,providep,emo,providep,log,providep,other,asktask,other,providep,0,1,AO81QRI85XLIJ,0,0,0,1,A88HAG61XOWXD,2,1,40,Male,White/Caucasian,6,Divorced,Employed for wages,5,Atheist,3,4,3,3,3,3,4,3,3,3,4,2,1,2,3,1,4,4,3,2,1,1,1,1,1,1,1,1,1,32,Female,White/Caucasian,3,Married,Employed for wages,4,Protestant (Baptist Methodist Non-denominational etc.),4,2,4,3,3,3,2,2,3,2,4,3,4,4,4,1,1,1,1,4,1,1,1,1,1,1,2,2,3,4,5,5,1,2,5,5,4,1,1,3,3,2,3,2,1,2,2,1,1,1,5,5,5,1,1,6,2,2,1,6,1,6,6,1,4,5,6,2,6,4,2,1,1,2,1,2,5,2,2,6,6,5,5,2,3,4,3,1,5,2,4,5,5,1,4,3,1.5,1.5,3,4,5,5,4.5,1,1,3.5,4,3.5,3,2.5,3.5,2,3.5,2.5,3.5,3,4.5,2.5,5,1,6,6,2.5,2,4,6,3,6,6,4.5,4,6,5,4.5,6,4,5.5,4,6,4,5,3.5,3.5,3,3.5,5.5,5.5,6,4,4,2,3.5,5.5,1.5,2,5,4,5,4,3,2,12,12.5,11,-1,5,8,15,14,3,5.5,12,13,13,9,8,15,14,8,4,0,1,1,0,4,0,2,0,1,0,0,6,0,0,1,1,1,1,1
619,20180829-081138_317,pro,disagree,other,asktask,task,agree,other,providep,other,providep,log,providep,other,providep,log,offtask,emo,offtask,other,providep,0,1,A3KYFEDDBCFQU1,0,0,0,1,A2R89RXGEVG05I,0.02,1,47,Female,White/Caucasian,4,Married,Employed for wages,11,Roman Catholic,2,4,4,4,3,3,4,4,4,4,4,3,2,1,2,1,1,1,1,3,1,1,4,5,4,1,3,3,3,51,Female,Other,3,Divorced,A homemaker,4,Other,2,5,4,4,4,4,4,5,3,4,5,3,2,1,2,2,2,4,1,4,1,1,2,3,2,1,5,4,4,5,4,1.5,1,5,5,5,5,1,1,3.5,4,4,2,1,3,4,5,1.5,2,3.5,4,2,2,4.5,6,6,4.5,5,5.5,6,4.5,6,6,6,5.5,6,6,5,6,5,3,1.5,5,4.5,5,5,6,5.5,6,6,6,4.5,5.5,4.5,2,4,6,2,4.5,5,2,4,4,5,5,5,5,2,1,4,5,5,5,1,4,4,5,5,1,1,3,4,5,3,5,5,5,3,5,1,4,5,5,5,5,4,4,6,5,1,3,5,5,6,6,5,1,4,1,5,6,5,2,5,1,5,5,5,2,2,3,2,6,1,5,5,2,5,5,2,2,13,10,4.5,7,9.5,14,7,17,8.5,12,14,16,16,16,8,8,7,13,1,0,2,1,1,6,0,1,1,1,0,0,5,0,0,2,1,1,1,1
623,20180830-152840_138,pro,disagree,cre,providep,cre,providep,other,agree,cre,providep,emo,providep,emo,providep,other,offtask,other,offtask,other,offtask,0,1,APF1EAZT104LQ,0,0,0,1,A1GYBORPIVGCUD,0.1,1,27,Male,White/Caucasian,3,Married,Employed for wages,4,Protestant (Baptist Methodist Non-denominational etc.),4,4,3,3,3,3,3,3,4,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,3,27,Male,White/Caucasian,4,Never been married,Employed for wages,3,Protestant (Baptist Methodist Non-denominational etc.),5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,1,1,5,5,5,1,3,2,5,2.666666667,3.166666667,3,3,2.833333333,2.666666667,2.666666667,3,3,2.666666667,2.5,3.166666667,3.166666667,3.166666667,2.666666667,3,3,3,3,3.166666667,3,3,3.166666667,3.333333333,3,3,3.5,2.833333333,3.5,3.333333333,3.5,3.666666667,3.833333333,3.666666667,3.833333333,3.833333333,3.5,3,3.166666667,3,3.166666667,2.833333333,3.333333333,3.333333333,3.666666667,3.5,3.833333333,4,2.833333333,3.666666667,3.666666667,3.833333333,3.666666667,3.5,3.666666667,4,3.666666667,4,3,2.666666667,2.833333333,2.833333333,3.166666667,2.666666667,2.5,2.5,4.666666667,4.333333333,4.833333333,4.5,4.5,4.666666667,4.5,4.833333333,4,4.666666667,4.5,4.666666667,4.333333333,3.833333333,4.666666667,4.5,4.833333333,4.666666667,4.333333333,4.333333333,4.666666667,4.333333333,4.166666667,4,4.5,5.333333333,4.833333333,4.833333333,5,5,5.166666667,5.166666667,5.333333333,4.833333333,5.666666667,5.833333333,5.833333333,5.5,5.333333333,5.333333333,5.333333333,5.333333333,5.333333333,5.166666667,5.166666667,5,5.166666667,5.666666667,2.166666667,2,2.333333333,1.833333333,2,2.166666667,1.833333333,2,2,2.166666667,1.833333333,2.166666667,1.666666667,1.5,4.333333333,4.333333333,4.333333333,4.333333333,2.666666667,5.333333333,3,4.833333333,9.166666667,13.66666667,9.5,12.66666667,3,5,12,20,13,20,12,20,15,25,2,3,0,1,0,4,0,0,1,1,0,0,5,0,0,3,3,3,1,1
1,20180807-094907_712,cre,agree,cre,asktask,emo,agree,pro,asktask,task,providep,log,providep,log,agree,other,offtask,cre,providep,log,agree,0,1,A3VB6VI2TU4FID,0,0,0,1,A2PZTQJUNCG4WH,0,0,31,Female,White/Caucasian,3,Married,A homemaker,10,Atheist,4,3,3,3,4,4,4,4,4,4,4,1,2,2,3,2,1,1,1,1,2,4,1,1,1,2,1,1,1,24,Female,Black/African American,5,Married,Self-employed,5,Protestant (Baptist Methodist Non-denominational etc.),5,4,4,3,4,4,4,3,3,2,5,4,3,4,5,2,4,4,1,3,1,1,1,1,1,1,3,4,4,1,1,1,4,5,2,4,4,2,2,4,4,4,4,1,4,2,4,1,2,5,2,2,4,2,6,6,1,1,1,6,1,6,6,1,3,6,6,1,6,3,2,3,6,2,3,1,2,2,2,5,6,3,4,3,2,2,4,1,5,5,2,4,4,2,1,4,5,4.5,1.5,2.5,4,5,4.5,2,3.5,5,5,4.5,3,1,2.5,4,5,3,4.5,3.5,4.5,3,3.5,2,4,5.5,2.5,2.5,4.5,3,4,5.5,6,3.5,4,2.5,4.5,4,6,5,4,5.5,2.5,2.5,6,4.5,6,2,3.5,5.5,6,6,2.5,4,6,4.5,6,1.5,3.5,5,2,5,4,2.5,2.5,6,8,-6,9.5,5,14,11,12.5,7,10.5,14,15,16,12,8,16,6,14,1,3,3,1,1,1,0,2,4,0,0,0,3,0,0,1,1,1,1,1
4,20180828-160644_703,cre,agree,other,providep,cre,providep,other,asktask,cre,asktask,cre,asktask,cre,asktask,cre,asktask,cre,asktask,other,offtask,0,1,A398DYVL7GCCYU,0,0.5,1,1,AZMMJFMLYXZ2D,0.3,1,31,Female,Hispanic/Latino,5,Living with partner,A student,2,Agnostic,4,5,4,4,4,4,4,4,4,4,5,4,4,4,4,2,2,2,2,4,1,1,2,4,4,1,3,4,3,39,Female,White/Caucasian,4,Married,A homemaker,6,Protestant (Baptist Methodist Non-denominational etc.),4,4,5,5,5,5,5,5,5,5,4,4,4,5,4,1,1,1,1,4,1,2,4,4,5,1,5,5,5,2,2,1,5,5,4,5,4,3,1,4,5,5,1,3,3,4,4,4,4,4,4,4,5,4,4,4,2,5,4,5,4,5,5,1,4,5,4,4,5,6,2,3,5,3,5,2,5,5,2,5,6,4,2,2,5,5,6,2,3,4,3,5,5,2,3,4,4,2,2,4,4.5,5,5,3,1,3.5,4,3,2,1.5,5,1.5,1.5,1.5,1.5,3,4,2.5,3.5,2.5,5,5,2,3,4,6,3,6,6,4.5,3,5.5,4.5,5,6,5,3,2.5,5,3,3.5,5,5,3,4.5,6,6,2,2,4,3.5,3.5,5.5,2,3,3.5,4.5,4,4,5,3,9,10.5,-5,4,13,1,13,10.5,10,7,16,20,16,20,16,17,12,8,0,7,0,0,0,3,0,6,1,0,0,0,2,0,0,1,1,1,1,1
29,20180830-191620_965,emo,agree,emo,asktask,emo,providep,emo,providep,other,asktask,cre,offtask,cre,asktask,emo,offtask,emo,agree,log,agree,0,1,A2N962G55T9MOB,0,0.5,1,1,A104RROXFLSTR6,2,1,37,Female,White/Caucasian,4,Married,Employed for wages,3,Protestant (Baptist Methodist Non-denominational etc.),1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,5,1,1,4,5,5,1,5,5,5,44,Female,White/Caucasian,3,Living with partner,Employed for wages,11,Other,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,4,1,1,5,5,5,1,5,5,5,5,3.6,3.1,2.8,2.7,5,5,5,1.8,1,4.5,2.2,4.2,2.6,3.2,1.5,2.2,4.2,1,1.5,4.6,5,1,4.7,1.2,6,4.4,4.1,5.8,6,5.6,6,6,3.9,6,1.6,6,6,6,6,6,4.1,6,6,6,6,6,1,6,6,6,6,6,1.1,1,1.2,2,6,1.1,5,5,5,4,4,4,4,5,5,4.5,1.5,2,5,5,5,1,1,5,4.5,5,1,1,4,2,2,1,1,5,5,5,4,1,6,6,2,4.5,6,6,4.5,6,6,5,5,6,6,6,6,5.5,3.5,2.5,6,2,5,5,5.5,3.5,3.5,6,6,6,6,6,4,3,4.5,1,4,5,5,4,4,2.5,3,12.2,13,6.2,11,7.4,2,14.1,18,5.1,12.5,20,20,20,20,20,20,9,8,6,2,1,0,0,2,0,3,3,0,0,0,3,0,0,2,8,3,1,1
30,20180830-194201_156,emo,agree,cre,providep,emo,asktask,emo,asktask,cre,positive,other,agree,task,agree,other,agree,emo,offtask,emo,asktask,0,1,A2APJBWVHEFR9Q,0,1,1,1,A1SGKA1BOU2V48,1,1,25,Male,White/Caucasian,2,Never been married,Employed for wages,3,Roman Catholic,4,5,4,4,4,4,4,4,4,5,4,4,4,4,5,1,1,1,1,3,1,1,2,3,3,1,5,5,5,28,Female,Asian/Asian American,4,Married,Employed for wages,2,Atheist,2,4,3,3,3,3,3,3,3,3,5,4,4,4,4,2,2,2,2,2,1,1,2,2,2,1,3,3,3,4.9,5,4.9,1.4,1.3,4.8,4.8,4.7,1.6,1.2,4.3,4.7,3.6,1.9,2.9,4.7,1.5,4.4,1.2,1.1,4.5,4.8,2.5,3.4,1.5,5.9,5.9,5.6,5.4,5.4,5.7,5.2,5.4,5.7,5.2,5.6,5.9,5.6,5.4,5.6,5.9,5.1,5.6,5.3,5.4,5.4,5.4,5,6,5.2,5.3,5.2,5,5,4.4,5.5,5.5,5.5,1.6,2.1,3.7,3.6,5,4.9,1.6,1.6,4,4,3,4,2,5,5,2,2,2,4,4,4,1,2,3,3,3,2,2,4,4,1,4,1,5,5,2,2,5,5,5,5,2,5,4,6,5,4,6,5,2,6,2,3,5,5,5,5,5,6,6,4,2,3,2,3,5,3,3,4,4,5,5,2,2,11.5,8,12.1,5,3.5,7,13.7,12,7.8,9,16,12,17,12,17,16,7,10,5,2,0,0,1,2,0,3,4,0,0,0,1,1,0,1,6,3,1,1
33,20180831-181810_204,emo,agree,other,providep,other,agree,other,asktask,emo,disagree,emo,offtask,cre,asktask,cre,asktask,log,offtask,other,asktask,0,1,A1FVCMGXK85014,0,0,0,1,ACNHKXWKZRUZ5,1,1,31,Male,White/Caucasian,6,Married,Employed for wages,5,Roman Catholic,4,5,5,5,5,5,5,5,5,5,5,4,4,4,4,1,1,1,1,4,1,1,4,4,4,1,4,4,4,44,Male,White/Caucasian,4,Married,Employed for wages,3,Agnostic,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,4,1,1,3,3,3,1,4,4,4,4,4.037037037,1.333333333,1.259259259,1.37037037,4,4,3.851851852,1.111111111,1.296296296,4,4,3.814814815,1.185185185,1.148148148,3.962962963,1.185185185,1.185185185,1.185185185,1.148148148,3.962962963,4.037037037,3.037037037,4,2.185185185,3.296296296,3.703703704,3.851851852,3.740740741,3.814814815,3.666666667,3.481481481,3.592592593,3.851851852,4.259259259,3.925925926,3.925925926,4.666666667,4.62962963,4.444444444,4.296296296,4.592592593,4.592592593,4.407407407,4.407407407,4.37037037,4.555555556,4.444444444,4.148148148,3.740740741,3.259259259,3.296296296,3.333333333,3.407407407,3.222222222,3.185185185,3.148148148,3.259259259,2,2,2,4.074074074,4,4,3.962962963,3.962962963,4,4.076923077,3.923076923,3.230769231,3.461538462,3.307692308,3.461538462,3.692307692,3.153846154,3.076923077,4.076923077,4.461538462,4.076923077,2.692307692,2,2.923076923,3.153846154,3.384615385,3.153846154,3,3.384615385,3.692307692,2.923076923,3.230769231,2.769230769,3.538461538,4.307692308,2.538461538,3.076923077,2.769230769,3.538461538,2.769230769,3.230769231,4.615384615,1.384615385,2.461538462,4.153846154,4.230769231,3.230769231,4.923076923,5,2.692307692,5.615384615,2,3.153846154,2.307692308,5.153846154,4.461538462,3.153846154,3.076923077,3.384615385,3.153846154,3.153846154,3.230769231,3.384615385,3.769230769,3.846153846,3.461538462,2.076923077,2.538461538,3.923076923,3.846153846,4,4.076923077,2.230769231,2.230769231,9.444444444,4.230769231,6.740740741,5.307692308,0.740740741,9.769230769,12.85185185,10.46153846,9.481481481,7.923076923,20,16,20,16,16,16,8,14,3,2,1,0,1,4,0,4,2,1,0,0,1,0,0,2,16,10,9,5
41,20180903-163331_887,emo,agree,cre,disagree,emo,providep,emo,offtask,log,providep,cre,positive,log,asktask,other,positive,task,offtask,other,positive,0,1,A1AZ5I7YSPJCU9,0,0.1,1,1,AJY9CIX7FW9W1,2,1,30,Male,Hispanic/Latino,3,Never been married,Unable to work,1,Agnostic,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,5,1,1,4,4,4,2,2,2,2,45,Male,White/Caucasian,6,Married,Employed for wages,10,Roman Catholic,2,5,3,3,4,4,5,5,3,4,4,4,4,5,4,2,2,2,2,5,1,1,3,4,3,1,2,4,5,1,1,1,3,5,5,5,4,1,1,4,4,2,5,5,3,4,5,2,4,3,4,5,5,1,5,5,1,1,2,4,1,6,6,1,6,5,4,1,6,1,6,5,6,4,4,1,6,1,1,6,3,6,5,4,6,5,4,2,2,2,2,5,5,4,3,2,2,2,4,4,2,2,3,4,3,3,4,4,4,2,4,3,2,1,2,3,5,4,4,1,3,5,4,5,5,5,4,5,6,4,6,5,5,5,6,5,4,4,5,4,5,4,6,5,5,4,6,5,3,2,5,2,6,2,3,5,2,4,5,3,1,12,0,-5,-2,12,4,16,15,0,5,20,14,20,17,20,17,9,13,3,2,2,0,1,2,0,1,1,1,0,0,2,3,0,2,1,1,1,1
46,20180828-182449_776,log,agree,log,disagree,cre,providep,other,disagree,emo,providep,emo,providep,other,providep,emo,asktask,other,providep,other,agree,0,1,A2GPRAZMQDRPJP,0,0,0,1,AEHONA1BIY9JB,0,0,23,Female,Hispanic/Latino,2,Living with partner,Employed for wages,12,Roman Catholic,4,5,5,5,5,5,5,5,5,5,5,3,3,3,3,1,1,1,1,3,1,1,3,5,5,1,1,1,4,25,Male,White/Caucasian,6,Never been married,Employed for wages,8,Atheist,5,5,4,3,4,4,3,4,4,3,5,3,4,3,4,4,3,4,3,4,3,4,4,3,4,3,3,4,3,2,2,1,2,5,3,4,4,1,1,5,5,5,1,3,4,3,3,1,3,5,5,3,5,1,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,6,4,2,6,3,6,4,6,6,6,6,6,6,2,5,5,5,6,1,3,5,5,5,5,3,3,4,3.666666667,3.666666667,3,3.666666667,3.333333333,3.666666667,3.333333333,3.333333333,3,4,3.333333333,3.333333333,3.333333333,3.333333333,3.666666667,4,3.333333333,3.666666667,3.333333333,3.666666667,3,3.666666667,3,3.666666667,4.333333333,4,3.666666667,3.666666667,4.666666667,3.666666667,3.666666667,4.333333333,4,3.666666667,3.666666667,3.666666667,3.666666667,3.666666667,4,4,3.666666667,3.666666667,4.333333333,3.666666667,3.666666667,3.333333333,4,4.333333333,4,3.333333333,3.333333333,3.333333333,3.333333333,3.666666667,4,3,3.333333333,2.333333333,3.333333333,2.666666667,2.666666667,3.666666667,3.333333333,3.333333333,3.333333333,9,4,-2,4.666666667,6,10.66666667,17,9.666666667,11,4,20,15,20,14,12,14,7,18,3,1,2,0,0,5,0,1,2,2,0,0,5,0,0,0,1,1,1,1
49,20180828-224234_567,log,agree,cre,positive,cre,offtask,emo,asktask,emo,offtask,cre,providep,other,asktask,task,providep,task,offtask,other,agree,0,1,A7SXWHGK8B40R,0,0,0,1,A2JY56TZCEPK3J,0,0,24,Male,White/Caucasian,4,Never been married,Employed for wages,8,Atheist,1,4,3,3,3,3,3,3,3,3,4,4,4,4,4,4,2,2,2,4,1,1,4,1,1,1,3,3,3,42,Male,White/Caucasian,6,Married,Employed for wages,7,Protestant (Baptist Methodist Non-denominational etc.),2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,1,1,4,4,4,1,4,4,4,4.75,4.75,4.75,1,2,4.75,4.75,4.75,3.75,2.75,5,4.5,4.5,2.75,2.75,4.5,1.75,1.75,1.75,1.75,2.75,2.5,2.5,3.5,1.75,4.75,4.75,5,5.25,5.25,4.5,5,4,4.75,1,4.25,4,5,5,5,5,5,5.25,2,5,5,4,5,4.25,4.5,3.5,3.5,3.5,3.5,4.25,4.25,4.25,4.5,2,2,2,2,4,4,3.5,3.5,3.4,3.36,3.32,3.08,3.2,3.32,3.32,3.32,3,3,3.36,3.36,3.36,3.12,3,3.32,3.12,3.12,3,3,3.32,3.32,3,3.24,3,4.96,4.96,4.96,4.96,4.96,4.96,4.96,4.96,4.96,4.96,4.96,5,5,5,5,5,5,5,5,5,5,5,5,2.12,4.68,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,1.96,2.08,2.08,2,4,4,3.92,3.92,7.75,3.96,11.25,3.8,2.5,8.92,9.5,9.88,8.5,3.96,12,16,12,16,16,16,14,10,2,3,1,0,2,2,0,2,2,0,0,0,2,1,0,3,2,2,10,5
54,20180831-094009_882,log,agree,cre,providep,emo,asktask,log,agree,log,offtask,cre,providep,emo,providep,log,providep,emo,askp,emo,providep,0,1,A3JPRHZ42FNY1S,0,0,0,1,A3VYD9XUBY7RVO,0,0,32,Male,Native American/American Indian,4,Living with partner,Employed for wages,6,Protestant (Baptist Methodist Non-denominational etc.),4,5,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,1,1,4,4,4,1,4,4,4,20,Other,Asian/Asian American,1,Separated,Out of work and looking for work,2,Atheist,4,5,4,4,4,4,5,4,3,4,2,4,4,3,4,3,2,2,2,2,2,3,3,2,4,1,4,2,4,3,2.5,2.5,2.666666667,2.833333333,2.666666667,2.5,3,2.5,2.833333333,2.666666667,3.5,3.833333333,2.166666667,2.666666667,3.166666667,3,2.833333333,2.833333333,2.833333333,3,3,3.166666667,2.5,3.333333333,3.5,3.5,4,3.333333333,2.833333333,2.833333333,3,3.333333333,3,2.666666667,3.5,3.5,3,3.166666667,2.833333333,3,3.5,3.333333333,2.333333333,3.166666667,3.333333333,2.166666667,3.666666667,5,4.5,4.833333333,5,5.166666667,4.833333333,5,4.666666667,4,3,2.833333333,3.166666667,2.833333333,2.666666667,3.166666667,3,3.333333333,2.333333333,4,4,4,2,2,3,4,2,3,3,5,5,3,2,2,4,3,3,4,2,5,4,2,2,3,5,5,2,4,4,4,2,6,6,1,4,5,4,4,5,3,1,1,5,2,3,4,6,2,1,4,6,5,5,4,4,5,6,1,3,3,4,4,4,4,4,2.833333333,3,2.5,8,8.333333333,8,8.333333333,10,5.166666667,9,16,16,16,16,16,15,20,11,4,2,5,0,0,0,0,1,2,0,0,1,5,0,0,1,3,3,1,1
60,20180902-061808_400,log,agree,emo,asktask,emo,offtask,emo,asktask,log,providep,cre,providep,task,offtask,emo,agree,other,offtask,other,offtask,0,1,A7GMYJ7S5KT84,0,0.5,1,1,A2N93IVSZXSB73,1,1,38,Female,White/Caucasian,6,Married,Employed for wages,11,Agnostic,5,5,4,4,4,4,4,4,4,4,4,3,4,4,4,1,1,1,1,4,1,2,3,3,3,2,4,4,3,53,Male,White/Caucasian,4,Married,Employed for wages,11,Roman Catholic,3,4,4,4,3,4,4,4,4,4,4,4,4,5,5,1,3,3,2,5,1,1,3,3,2,1,5,5,5,5,4,3.5,2,3,4.5,5,4.5,1.5,3,3,4.5,5,1,1,2.5,3.5,4,2.5,3,4,5,5,4.5,1,4.5,6,2.5,2,1,5,2,6,6,1,5.5,5.5,6,2.5,6,6,4,3,5,3,2,1,5,2.5,1.5,6,6,5,4,3,5,3,3.5,1.5,4,4,3,4,4,2,2,5,4.142857143,4,1.857142857,2.142857143,5,4.142857143,4,1,1,5,4.142857143,5,1,1,5,1,1,1,1,5,5,4.142857143,4.714285714,1,5.142857143,5,3,4.285714286,6,5.428571429,4.714285714,6,6,6,4.857142857,5,5.714285714,6,6,5.857142857,4,4,1,3.285714286,5.571428571,6,5,4.714285714,5,4.142857143,6,5,4.857142857,5,5,6,5,1.714285714,4,4.857142857,4,4.857142857,4.142857143,2,2,9.5,11.14285714,7.5,9.142857143,10.5,-1,17.5,17.85714286,10.5,12.14285714,16,15,16,16,15,18,8,14,4,1,2,0,1,2,0,2,2,0,0,0,2,0,0,4,1,1,6,3
65,20180903-140806_586,log,agree,other,agree,pro,asktask,emo,offtask,emo,offtask,emo,asktask,log,providep,log,providep,pro,providep,other,providep,0,1,A2N962G55T9MOB,0,0.3,1,1,AK7FDS2KRJZLA,0.3,1,37,Female,White/Caucasian,4,Married,Employed for wages,3,Protestant (Baptist Methodist Non-denominational etc.),1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,5,1,1,5,5,5,1,5,5,5,41,Male,White/Caucasian,4,Divorced,Employed for wages,5,Protestant (Baptist Methodist Non-denominational etc.),2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,4,1,1,4,4,4,1,4,4,4,5,3.6,3.1,2.8,2.7,5,5,5,1.8,1,4.5,2.2,4.2,2.6,3.2,1.5,2.2,4.2,1,1.5,4.6,5,1,4.7,1.2,6,4.4,4.1,5.8,6,5.6,6,6,3.9,6,1.6,6,6,6,6,6,4.1,6,6,6,6,6,1,6,6,6,6,6,1.1,1,1.2,2,6,1.1,5,5,5,4,4,4,4,4,4,4,2.2,2.4,3.6,3.8,3.8,2.2,2.6,3.6,3.6,3.8,2.4,2,3.8,3.2,2.8,2.2,2.4,3.4,3.8,3.2,3.2,2.2,4.8,4.6,4.4,4.4,4.4,4.4,3.6,4.6,4.4,4.8,4,4.6,4.4,4.2,4.6,4.2,4.4,3.2,3.2,4,4.2,3.6,4,3.4,3.6,3.4,3.4,3.4,3.4,3.4,3.4,3.2,2.8,2,2.6,2.8,2.4,4,4,4,4,12.2,6.4,6.2,7.4,7.4,6.8,14.1,11.4,5.1,6.6,20,16,20,16,20,16,9,12,3,0,3,2,0,2,0,2,2,0,0,0,4,0,0,2,8,6,2,2
